title,firstname,middlename,lastname,name_suffix,nickname,party,state,district,in_office,gender,phone,fax,website,webform,congress_office,bioguide_id,votesmart_id,fec_id,govtrack_id,crp_id,twitter_id,congresspedia_url,youtube_url,facebook_id,official_rss,senate_class,birthdate,oc_email
Rep,John,Abney,Culberson,,,R,TX,7,1,M,202-225-2571,202-225-4381,http://culberson.house.gov,https://culbersonforms.house.gov/forms/writeyourrep/default.aspx,2372 Rayburn House Office Building,C001048,5488,H0TX07055,400089,N00009738,CongCulberson,http://www.opencongress.org/wiki/John_Culberson,http://youtube.com/johnculbersontx07,1751723339,,,1956-08-24,Rep.Culberson@opencongress.org
Rep,Wm.,Lacy,Clay,Jr.,,D,MO,1,1,M,202-225-2406,202-226-3717,http://lacyclay.house.gov,http://lacyclay.house.gov/contact-form/,2428 Rayburn House Office Building,C001049,8967,H0MO01066,400074,N00012460,,http://www.opencongress.org/wiki/William_Lacy_Clay,http://youtube.com/WilliamLacyClay,109135405838588,,,1956-07-27,Rep.Lacyclay@opencongress.org
Rep,John,R.,Carter,,,R,TX,31,1,M,202-225-3864,202-225-5886,http://carter.house.gov,https://carter.house.gov/email-john2,2110 Rayburn House Office Building,C001051,49296,H2TX31044,400068,N00025095,JudgeCarter,http://www.opencongress.org/wiki/John_Carter,http://youtube.com/repjohncarter,1287257083,,,1941-11-06,Rep.Carter@opencongress.org
Rep,Tom,,Cole,,,R,OK,4,1,M,202-225-6165,202-225-3512,http://cole.house.gov,https://coleforms.house.gov/contact/default.aspx,2467 Rayburn House Office Building,C001053,46034,H2OK04055,400077,N00025726,TomColeOK04,http://www.opencongress.org/wiki/Tom_Cole,http://youtube.com/reptomcole,146497782066300,,,1949-04-28,Rep.Cole@opencongress.org
Sen,John,,Cornyn,,,R,TX,Senior Seat,1,M,202-224-2934,202-228-2856,http://www.cornyn.senate.gov,http://www.cornyn.senate.gov/public/index.cfm?p=ContactForm,517 Hart Senate Office Building,C001056,15375,S2TX00106,300027,N00024852,JohnCornyn,http://www.opencongress.org/wiki/John_Cornyn,http://youtube.com/senjohncornyn,75755694423,,II,1952-02-02,Sen.Cornyn@opencongress.org
Rep,Jim,,Costa,,,D,CA,16,1,M,202-225-3341,202-225-9308,https://costa.house.gov,http://www.house.gov/formcosta/issue.htm,1314 Longworth House Office Building,C001059,3577,H4CA20082,400618,N00026341,RepJimCosta,http://www.opencongress.org/wiki/Jim_Costa,http://youtube.com/RepJimCostaCA20,RepJimCosta,,,1952-04-13,Rep.Costa@opencongress.org
Rep,Emanuel,,Cleaver,II,,D,MO,5,1,M,202-225-4535,202-225-4403,http://cleaver.house.gov,https://cleaver.house.gov/contact/email-me,2335 Rayburn House Office Building,C001061,39507,H4MO05234,400639,N00026790,RepCleaver,http://www.opencongress.org/wiki/Emanuel_Cleaver,http://youtube.com/repcleaver,7954512692,,,1944-10-26,Rep.Cleaver@opencongress.org
Rep,K.,Michael,Conaway,,,R,TX,11,1,M,202-225-3605,202-225-1783,http://conaway.house.gov,https://conaway.house.gov/forms/writeyourrep/default.aspx,2430 Rayburn House Office Building,C001062,49935,H4TX19136,400655,N00026041,ConawayTX11,http://www.opencongress.org/wiki/K._Michael_Conaway,http://youtube.com/mikeconaway11,203482063021985,,,1948-06-11,Rep.Conaway@opencongress.org
Rep,Henry,,Cuellar,,,D,TX,28,1,M,202-225-1640,202-225-1641,http://cuellar.house.gov,https://cuellar.house.gov/forms/writeyourrep/default.aspx,2209 Rayburn House Office Building,C001063,5486,H2TX23082,400657,N00024978,RepCuellar,http://www.opencongress.org/wiki/Henry_Cuellar,http://youtube.com/henrycuellar,152569121550,,,1955-09-19,Rep.Cuellar@opencongress.org
Rep,Kathy,,Castor,,,D,FL,14,1,F,202-225-3376,202-225-5652,http://castor.house.gov,https://castor.house.gov/contact/contactform.htm,205 Cannon House Office Building,C001066,53825,H6FL11126,412195,N00027514,USRepKCastor,http://www.opencongress.org/wiki/Kathy_Castor,http://youtube.com/RepKathyCastor,181810465190906,,,1966-08-20,Rep.Castor@opencongress.org
Rep,Yvette,D.,Clarke,,,D,NY,9,1,F,202-225-6231,202-226-0112,http://clarke.house.gov,https://clarke.house.gov/contact/email-me,2351 Rayburn House Office Building,C001067,44741,H4NY11138,412221,N00026961,YvetteClarke,http://www.opencongress.org/wiki/Yvette_Clarke,http://youtube.com/repyvetteclarke,135031389892682,,,1964-11-21,Rep.Clarke@opencongress.org
Rep,Steve,,Cohen,,,D,TN,9,1,M,202-225-3265,202-225-5663,http://cohen.house.gov,https://cohen.house.gov/contact-me/email-me,2404 Rayburn House Office Building,C001068,24340,H6TN09068,412236,N00003225,RepCohen,http://www.opencongress.org/wiki/Steve_Cohen,http://youtube.com/repcohen,111456965545421,,,1949-05-24,Rep.Cohen@opencongress.org
Rep,Joe,,Courtney,,,D,CT,2,1,M,202-225-2076,202-225-4977,http://courtney.house.gov,https://courtney.house.gov/email-joe1,2348 Rayburn House Office Building,C001069,30333,H2CT02112,412193,N00024842,RepJoeCourtney,http://www.opencongress.org/wiki/Joseph_Courtney,http://youtube.com/repcourtney,330408799230,,,1953-04-06,Rep.Courtney@opencongress.org
Sen,Robert,P.,Casey,Jr.,Bob,D,PA,Senior Seat,1,M,202-224-6324,202-228-0604,http://www.casey.senate.gov,http://www.casey.senate.gov/contact/,393 Russell Senate Office Building,C001070,2541,S6PA00217,412246,N00027503,SenBobCasey,http://www.opencongress.org/wiki/Robert_Casey,http://youtube.com/SenatorBobCasey,107749545944874,,I,1960-04-13,Sen.Casey@opencongress.org
Sen,Bob,,Corker,,,R,TN,Junior Seat,1,M,202-224-3344,202-228-0566,http://www.corker.senate.gov,http://www.corker.senate.gov/public/index.cfm/emailme,425 Dirksen Senate Office Building,C001071,65905,S6TN00216,412248,N00027441,SenBobCorker,http://www.opencongress.org/wiki/Bob_Corker,http://youtube.com/senatorcorker,109251415789533,,I,1952-08-24,Sen.Corker@opencongress.org
Rep,André,,Carson,,,D,IN,7,1,M,202-225-4011,202-225-5633,http://carson.house.gov,https://carson.house.gov/contact/email-me,2453 Rayburn House Office Building,C001072,84917,H8IN07184,412258,N00029513,RepAndreCarson,http://www.opencongress.org/wiki/Andre_Carson,http://youtube.com/repandrecarson,123884330964019,,,1974-10-16,Rep.Carson@opencongress.org
Sen,Bill,,Cassidy,,,R,LA,Junior Seat,1,M,202-224-5824,,http://www.cassidy.senate.gov,,703 Hart Senate Office Building,C001075,69494,H8LA00017,412269,N00030245,,http://www.opencongress.org/wiki/William_Cassidy,http://youtube.com/SenatorBillCassidy,,,II,1957-09-28,Sen.Cassidy@opencongress.org
Rep,Jason,,Chaffetz,,,R,UT,3,1,M,202-225-7751,202-225-5629,http://chaffetz.house.gov,https://chaffetz.house.gov/contact-me/email-me,2236 Rayburn House Office Building,C001076,103482,H8UT03089,412270,N00028958,JasonInTheHouse,http://www.opencongress.org/wiki/Jason_Chaffetz,http://youtube.com/JasonChaffetz,390419731073316,,,1967-03-26,Rep.Chaffetz@opencongress.org
Rep,Mike,,Coffman,,,R,CO,6,1,M,202-225-7882,202-226-4623,http://coffman.house.gov,https://coffman.house.gov/contact/email-me,2443 Rayburn House Office Building,C001077,1535,H8CO06138,412271,N00024753,RepMikeCoffman,http://www.opencongress.org/wiki/Mike_Coffman,http://youtube.com/CongressmanCoffman,366142384492,,,1955-03-19,Rep.Coffman@opencongress.org
Rep,Gerald,E.,Connolly,,,D,VA,11,1,M,202-225-1492,202-225-3071,http://connolly.house.gov,https://forms.house.gov/connolly/contact-form.shtml,2238 Rayburn House Office Building,C001078,95078,H8VA11062,412272,N00029891,GerryConnolly,http://www.opencongress.org/wiki/Gerald_Connolly,http://youtube.com/repconnolly,177164035838,,,1950-03-30,Rep.Connolly@opencongress.org
Rep,Judy,M.,Chu,,,D,CA,27,1,F,202-225-5464,202-225-5467,http://chu.house.gov,http://chu.house.gov/connect-with-me/email-judy,2423 Rayburn House Office Building,C001080,16539,H0CA32101,412379,N00030600,RepJudyChu,http://www.opencongress.org/wiki/Judy_Chu,http://youtube.com/RepJudyChu,41228315130,,,1953-07-07,Rep.Chu@opencongress.org
Rep,John,C.,Carney,,,D,DE,0,1,M,202-225-4165,202-225-2291,http://johncarney.house.gov,https://forms.house.gov/carney/webforms/email-me.shtml,1406 Longworth House Office Building,C001083,53658,H0DE01017,412407,N00030736,JohnCarneyde,http://www.opencongress.org/wiki/John_Carney,http://youtube.com/RepJohnCarney,156024857781159,,,1956-05-20,Rep.Johncarney@opencongress.org
Rep,David,N.,Cicilline,,,D,RI,1,1,M,202-225-4911,202- 225-3290,http://cicilline.house.gov,https://cicilline.house.gov/contact-me/email-me,2244 Rayburn House Office Building,C001084,7349,H0RI01073,412470,N00032019,RepCicilline,http://www.opencongress.org/wiki/David_Cicilline,http://youtube.com/RepDavidCicilline,186949061341027,,,1961-07-15,Rep.Cicilline@opencongress.org
Rep,Eric,A.,Crawford,,Rick,R,AR,1,1,M,202-225-4076,202-225-5602,http://crawford.house.gov,http://crawford.house.gov/contact/,1711 Longworth House Office Building,C001087,119208,H0AR01083,412400,N00030770,RepRickCrawford,http://www.opencongress.org/wiki/Rick_Crawford,http://youtube.com/RepRickCrawford,143344975723788,,,1966-01-22,Rep.Crawford@opencongress.org
Sen,Chris,Andrew,Coons,,,D,DE,Junior Seat,1,M,202-224-5042,,http://www.coons.senate.gov,http://www.coons.senate.gov/contact/,127a Russell Senate Office Building,C001088,122834,S0DE00092,412390,N00031820,SenCoonsOffice,http://www.opencongress.org/wiki/Chris_Coons,http://youtube.com/senatorchriscoons,254950754518205,,II,1963-09-09,Sen.Coons@opencongress.org
Rep,Matthew,A.,Cartwright,,,D,PA,17,1,M,202-225-5546,570-341-1055,http://cartwright.house.gov,https://cartwrightforms.house.gov/forms/writeyourrep/,1419 Longworth House Office Building,C001090,136236,H2PA17079,412571,N00034128,RepCartwright,,,248507065275406,,,1961-05-01,Rep.Cartwright@opencongress.org
Rep,Joaquin,,Castro,,,D,TX,20,1,M,202-225-3236,202-225-1915,http://castro.house.gov,https://castro.house.gov/contact/email-me,212 Cannon House Office Building,C001091,49227,H2TX35011,412576,N00033316,JoaquinCastrotx,,http://youtube.com/JoaquinCastroTX,326420614138023,,,1974-09-16,Rep.Castro@opencongress.org
Rep,Chris,,Collins,,,R,NY,27,1,M,202-225-5265,202-225-5910,http://chriscollins.house.gov,https://chriscollins.house.gov/contact/email-me,1117 Longworth House Office Building,C001092,139770,H8NY29032,412563,N00001285,RepChrisCollins,,http://youtube.com/RepChrisCollins,467047586692268,,,1950-05-20,Rep.Chriscollins@opencongress.org
Rep,Doug,,Collins,,,R,GA,9,1,M,202-225-9893,202-226-1224,http://dougcollins.house.gov,https://dougcollins.house.gov/email-me,1504 Longworth House Office Building,C001093,67851,H2GA09150,412531,N00033518,RepDougCollins,,http://youtube.com/repdougcollins,505646972800006,,,1966-08-16,Rep.Dougcollins@opencongress.org
Rep,Paul,,Cook,,,R,CA,8,1,M,202-225-5861,,http://cook.house.gov,https://cook.house.gov/contact/email-me,1222 Longworth House Office Building,C001094,58121,H2CA08164,412513,N00034224,RepPaulCook,,http://youtube.com/RepPaulCook,464458413604093,,,1943-03-03,Rep.Cook@opencongress.org
Sen,Tom,,Cotton,,,R,AR,Junior Seat,1,M,202-224-2353,,http://www.cotton.senate.gov,,124 Russell Senate Office Building,C001095,135651,H2AR04083,412508,N00033363,SenTomCotton,,http://youtube.com/RepTomCotton,120355701459307,,II,1977-05-13,Sen.Cotton@opencongress.org
Rep,Kevin,,Cramer,,,R,ND,0,1,M,202-225-2611,202-226-0893,http://cramer.house.gov,https://cramer.house.gov/contact/email-me,1032 Longworth House Office Building,C001096,444,H0ND01026,412555,N00004614,RepKevinCramer,,http://youtube.com/kevincramer,498751820147706,,,1961-01-21,Rep.Cramer@opencongress.org
Rep,Tony,,Cárdenas,,,D,CA,29,1,M,202-225-6131,202-225-0819,http://cardenas.house.gov,https://cardenas.house.gov/contact/email-me,1510 Longworth House Office Building,C001097,9754,H2CA28113,412517,N00033373,RepCardenas,,http://youtube.com/repcardenas,485493954794945,,,1963-03-31,Rep.Cardenas@opencongress.org
Sen,Ted,,Cruz,,,R,TX,Junior Seat,1,M,202-224-5922,202-228-3398,http://www.cruz.senate.gov,http://www.cruz.senate.gov/?p=email_senator,404 Russell Senate Office Building,C001098,135705,S2TX00312,412573,N00033085,SenTedCruz,,http://youtube.com/sentedcruz,315496455229328,,I,1970-12-22,Sen.Cruz@opencongress.org
Rep,Katherine,M.,Clark,,,D,MA,5,1,F,202-225-2836,202-226-0092,https://katherineclark.house.gov,https://katherineclark.house.gov/index.cfm/email-me,1721 Longworth House Office Building,C001101,35858,H4MA05084,412600,N00035278,RepKClark,,,1408040802774787,,,1963-07-17,Rep.Katherineclark@opencongress.org
Rep,Curtis,,Clawson,,Curt,R,FL,19,1,M,202-225-2536,,http://clawson.house.gov,,228 Cannon House Office Building,C001102,148899,H4FL19074,412604,N00035854,RepCurtClawson,,,RepCurtClawson,,,1959-09-28,Rep.Clawson@opencongress.org
Rep,Buddy,,Carter,,,R,GA,1,1,M,202-225-5831,202-226-2269,http://buddycarter.house.gov,,432 Cannon House Office Building,C001103,,H4GA01039,412622,N00035346,RepBuddyCarter,,,congressmanbuddycarter,,,1957-09-06,Rep.Buddycarter@opencongress.org
Rep,Barbara,,Comstock,,,R,VA,10,1,F,202-225-5136,202-225-0437,https://comstock.house.gov,,226 Cannon House Office Building,C001105,,H4VA10089,412658,N00036023,RepComstock,,,RepBarbaraComstock,,,1959-06-30,Rep.Comstock@opencongress.org
Rep,Ryan,,Costello,,,R,PA,6,1,M,202-225-4315,202-225-8440,https://costello.house.gov,,427 Cannon House Office Building,C001106,,H0PA06076,412651,N00031064,RepRyanCostello,,,CongressmanRyanCostello,,,1976-09-07,Rep.Costello@opencongress.org
Rep,Carlos,,Curbelo,,,R,FL,26,1,M,202-225-2778,,http://curbelo.house.gov,,1429 Longworth House Office Building,C001107,,H4FL26038,412621,N00035403,RepCurbelo,,,repcurbelo,,,1980-03-01,Rep.Curbelo@opencongress.org
Rep,Danny,K.,Davis,,,D,IL,7,1,M,202-225-5006,202-225-5641,http://davis.house.gov,https://davis.house.gov/email-me,2159 Rayburn House Office Building,D000096,233,H4IL07037,400093,N00004884,RepDannyDavis,http://www.opencongress.org/wiki/Danny_Davis,http://youtube.com/dannykdavis07,280757931935749,,,1941-09-06,Rep.Davis@opencongress.org
Rep,Peter,A.,DeFazio,,,D,OR,4,1,M,202-225-6416,,http://defazio.house.gov,https://defazio.house.gov/contact/email-me,2134 Rayburn House Office Building,D000191,27037,H6OR04047,400100,N00007781,RepPeterDeFazio,http://www.opencongress.org/wiki/Peter_DeFazio,http://youtube.com/PeterDeFazio,94324364811,,,1947-05-27,Rep.Defazio@opencongress.org
Rep,Diana,L.,DeGette,,,D,CO,1,1,F,202-225-4431,202-225-5657,http://degette.house.gov,https://degette.house.gov/contact/send-me-an-email/email-me,2368 Rayburn House Office Building,D000197,561,H6CO01141,400101,N00006134,RepDianaDeGette,http://www.opencongress.org/wiki/Diana_DeGette,http://youtube.com/RepDianaDeGette,110757973488,,,1957-07-29,Rep.Degette@opencongress.org
Rep,Rosa,L.,DeLauro,,,D,CT,3,1,F,202-225-3661,202-225-4890,http://delauro.house.gov,https://forms.house.gov/delauro/webforms/contact_form_email.shtml,2413 Rayburn House Office Building,D000216,26788,H0CT03072,400103,N00000615,RosaDeLauro,http://www.opencongress.org/wiki/Rosa_DeLauro,http://youtube.com/rosadelauro,181302611907634,,,1943-03-02,Rep.Delauro@opencongress.org
Rep,Lloyd,A.,Doggett,,,D,TX,35,1,M,202-225-4865,202-225-3073,http://doggett.house.gov,https://forms.house.gov/doggett/webforms/issue_subscribe.htm,2307 Rayburn House Office Building,D000399,21689,H4TX10028,400111,N00006023,RepLloydDoggett,http://www.opencongress.org/wiki/Lloyd_Doggett,http://youtube.com/doggett,154050553704,,,1946-10-06,Rep.Doggett@opencongress.org
Rep,Michael,F.,Doyle,Jr.,Mike,D,PA,14,1,M,202-225-2135,202-225-3084,http://doyle.house.gov,https://doyle.house.gov/contact-me/email-me,239 Cannon House Office Building,D000482,21853,H4PA18131,400114,N00001373,USRepMikeDoyle,http://www.opencongress.org/wiki/Michael_Doyle,http://youtube.com/CongressmanDoyle,79663724861,,,1953-08-05,Rep.Doyle@opencongress.org
Rep,John,J.,Duncan,Jr.,Jimmy,R,TN,2,1,M,202-225-5435,202-225-6440,http://duncan.house.gov,https://duncan.house.gov/contact-me/email-me,2207 Rayburn House Office Building,D000533,27069,H8TN02069,400116,N00003209,RepJohnDuncanJr,http://www.opencongress.org/wiki/John_Duncan,http://youtube.com/RepJohnDuncan,102385999834718,,,1947-07-21,Rep.Duncan@opencongress.org
Sen,Richard,J.,Durbin,,,D,IL,Senior Seat,1,M,202-224-2152,202-228-0400,http://www.durbin.senate.gov,http://www.durbin.senate.gov/public/index.cfm/contact,711 Hart Senate Office Building,D000563,26847,S6IL00151,300038,N00004981,SenatorDurbin,http://www.opencongress.org/wiki/Richard_Durbin,http://youtube.com/SenatorDurbin,180436795325335,,II,1944-11-21,Sen.Durbin@opencongress.org
Rep,Susan,A.,Davis,,,D,CA,53,1,F,202-225-2040,202-225-2948,http://susandavis.house.gov,https://susandavisforms.house.gov/forms/writeyourrep/,1214 Longworth House Office Building,D000598,8168,H0CA49055,400097,N00009604,RepSusanDavis,http://www.opencongress.org/wiki/Susan_Davis,,103767526332478,,,1944-04-13,Rep.Susandavis@opencongress.org
Rep,Mario,,Diaz-Balart,,,R,FL,25,1,M,202-225-4211,202-225-8576,http://mariodiazbalart.house.gov,http://mariodiazbalart.house.gov/contact-mario/write-rep-diaz-balart,440 Cannon House Office Building,D000600,24312,H2FL25018,400108,N00025337,MarioDB,http://www.opencongress.org/wiki/Mario_Diaz-Balart,http://youtube.com/MarioDiazBalart,119538428117878,,,1961-09-25,Rep.Mariodiazbalart@opencongress.org
Rep,Charles,W.,Dent,,,R,PA,15,1,M,202-225-6411,202-226-0778,https://dent.house.gov,https://dent.house.gov/?p=ContactForm,2211 Rayburn House Office Building,D000604,9121,H4PA15087,400648,N00026171,,http://www.opencongress.org/wiki/Charles_Dent,http://youtube.com/CongressmanDent,69862092533,,,1960-05-24,Rep.Dent@opencongress.org
Sen,Joe,,Donnelly,,,D,IN,Junior Seat,1,M,202-224-4814,202-225-6798,http://www.donnelly.senate.gov,http://www.donnelly.senate.gov/contact/email-joe,720 Hart Senate Office Building,D000607,34212,H4IN02101,412205,N00026586,SenDonnelly,http://www.opencongress.org/wiki/Joe_Donnelly,http://youtube.com/sendonnelly,168059529893610,,I,1955-09-28,Sen.Donnelly@opencongress.org
Rep,Theodore,E.,Deutch,,,D,FL,21,1,M,202-225-3001,202-225-5974,http://teddeutch.house.gov,https://teddeutch.house.gov/forms/writeyourrep/default.aspx,2447 Rayburn House Office Building,D000610,67151,H0FL19080,412385,N00031317,RepTedDeutch,http://www.opencongress.org/wiki/Ted_Deutch,http://youtube.com/congressmanteddeutch,112179098816942,,,1966-05-07,Rep.Teddeutch@opencongress.org
Rep,Jeff,,Denham,,,R,CA,10,1,M,202-225-4540,202-225-3402,http://denham.house.gov,https://denham.house.gov/contact-me/email-me,1730 Longworth House Office Building,D000612,28769,H0CA19173,412403,N00031593,RepJeffDenham,http://www.opencongress.org/wiki/Jeff_Denham,http://youtube.com/repjeffdenham,133714040028137,,,1967-07-29,Rep.Denham@opencongress.org
Rep,Bob,,Dold,,,R,IL,10,1,M,202-225-4835,,https://dold.house.gov,,221 Cannon House Office Building,D000613,116548,H0IL10302,412420,N00031103,RepDold,http://www.opencongress.org/wiki/Robert_Dold,,RepDold,,,1969-06-23,Rep.Dold@opencongress.org
Rep,Sean,P.,Duffy,,,R,WI,7,1,M,202-225-3365,202-225-3240,https://duffy.house.gov,http://duffy.house.gov/contact,1208 Longworth House Office Building,D000614,126238,H0WI07051,412488,N00030967,RepSeanDuffy,http://www.opencongress.org/wiki/Sean_Duffy,http://youtube.com/RepSeanDuffy,119657691436457,,,1971-10-03,Rep.Duffy@opencongress.org
Rep,Jeff,,Duncan,,,R,SC,3,1,M,202-225-5301,202- 225-3216,http://jeffduncan.house.gov,https://jeffduncan.house.gov/contact-me/email-me,106 Cannon House Office Building,D000615,47967,H0SC03077,412472,N00030752,RepJeffDuncan,http://www.opencongress.org/wiki/Jeff_Duncan,http://youtube.com/congjeffduncan,187268144624279,,,1966-01-07,Rep.Jeffduncan@opencongress.org
Rep,Scott,,DesJarlais,,,R,TN,4,1,M,202-225-6831,202-226-5172,https://desjarlais.house.gov,http://desjarlais.house.gov/contact/email-me,413 Cannon House Office Building,D000616,123473,H0TN04195,412477,N00030957,DesJarlaisTN04,http://www.opencongress.org/wiki/Scott_Desjarlais,http://youtube.com/ScottDesJarlaisTN04,ScottDesJarlaisTN04,,,1964-02-21,Rep.Desjarlais@opencongress.org
Rep,Suzan,K.,DelBene,,,D,WA,1,1,F,202-225-6311,202-226-1606,http://delbene.house.gov,http://delbene.house.gov/contact-me/email-me,318 Cannon House Office Building,D000617,126272,H0WA08046,412505,N00030693,RepDelBene,,,483962224987343,,,1962-02-17,Rep.Delbene@opencongress.org
Sen,Steve,,Daines,,,R,MT,Junior Seat,1,M,202-224-2651,202-228-1236,http://www.daines.senate.gov,,320 Hart Senate Office Building,D000618,135720,H2MT01060,412549,N00033054,SteveDaines,,http://youtube.com/SteveDainesMT,185361254941832,,II,1962-08-20,Sen.Daines@opencongress.org
Rep,Rodney,,Davis,,,R,IL,13,1,M,202-225-2371,217-791-6168,http://rodneydavis.house.gov,https://rodneydavisforms.house.gov/contact/,1740 Longworth House Office Building,D000619,9622,H2IL13120,412536,N00034784,RodneyDavis,,http://youtube.com/RepRodneyDavis,323631667743052,,,1970-01-05,Rep.Rodneydavis@opencongress.org
Rep,John,K.,Delaney,,,D,MD,6,1,M,202-225-2721,202-225-2193,http://delaney.house.gov,https://delaney.house.gov/contact/email-me,1632 Longworth House Office Building,D000620,135143,H2MD06195,412544,N00033897,RepJohnDelaney,,http://youtube.com/repjohndelaney,324527257655694,,,1963-04-16,Rep.Delaney@opencongress.org
Rep,Ron,,DeSantis,,,R,FL,6,1,M,202-225-2706,202-226-6299,http://desantis.house.gov,https://desantis.house.gov/contact/email-me,308 Cannon House Office Building,D000621,137630,H2FL00292,412526,N00034746,RepDeSantis,,http://youtube.com/RepRonDeSantis,464253846966014,,,1978-09-14,Rep.Desantis@opencongress.org
Rep,Tammy,,Duckworth,,,D,IL,8,1,F,202-225-3711,,http://duckworth.house.gov,https://duckworth.house.gov/contact/email-me,104 Cannon House Office Building,D000622,57442,H6IL06141,412533,N00027860,RepDuckworth,,http://youtube.com/repduckworth,112300955610529,,,1968-03-12,Rep.Duckworth@opencongress.org
Rep,Mark,,DeSaulnier,,,D,CA,11,1,M,202-225-2095,202-225-5609,https://desaulnier.house.gov,,327 Cannon House Office Building,D000623,,H0CA10073,412613,N00030709,RepDeSaulnier,,,RepMarkDeSaulnier,,,1952-03-31,Rep.Desaulnier@opencongress.org
Rep,Debbie,,Dingell,,,D,MI,12,1,F,202-225-4071,202-226-0371,https://debbiedingell.house.gov,,116 Cannon House Office Building,D000624,,H4MI12079,412637,N00036149,RepDebDingell,,,RepDebbieDingell,,,1953-11-23,Rep.Debbiedingell@opencongress.org
Rep,Daniel,M.,Donovan,Jr.,,R,NY,11,1,M,202-225-3371,,https://donovan.house.gov,,1725 Longworth House Office Building,D000625,127760,H6NY11174,412672,N00036928,RepDanDonovan,,,867632656644580,,,1956-11-06,Rep.Donovan@opencongress.org
Rep,Eliot,L.,Engel,,,D,NY,16,1,M,202-225-2464,202-225-5513,http://engel.house.gov,https://engel.house.gov/write-your-rep1,2462 Rayburn House Office Building,E000179,26972,H8NY19058,400122,N00001003,RepEliotEngel,http://www.opencongress.org/wiki/Eliot_Engel,http://youtube.com/engel2161,103355984852,,,1947-02-18,Rep.Engel@opencongress.org
Rep,Anna,G.,Eshoo,,,D,CA,18,1,F,202-225-8104,202-225-8890,http://eshoo.house.gov,https://eshoo.house.gov/email-me/,241 Cannon House Office Building,E000215,26741,H8CA12098,400124,N00007335,RepAnnaEshoo,http://www.opencongress.org/wiki/Anna_Eshoo,http://youtube.com/RepAnnaEshoo,174979964227,,,1942-12-13,Rep.Eshoo@opencongress.org
Sen,Michael,B.,Enzi,,,R,WY,Senior Seat,1,M,202-224-3424,202-228-0359,http://www.enzi.senate.gov,http://www.enzi.senate.gov/public/index.cfm/contact?p=e-mail-senator-enzi,379a Russell Senate Office Building,E000285,558,S6WY00126,300041,N00006249,SenatorEnzi,http://www.opencongress.org/wiki/Michael_Enzi,http://youtube.com/senatorenzi,23068049436,,II,1944-02-01,Sen.Enzi@opencongress.org
Rep,Keith,Maurice,Ellison,,,D,MN,5,1,M,202-225-4755,202-225-4886,http://ellison.house.gov,http://ellison.house.gov/contact,2263 Rayburn House Office Building,E000288,38982,H6MN05183,412215,N00028257,KeithEllison,http://www.opencongress.org/wiki/Keith_Ellison,http://youtube.com/RepKeithEllison,7997462059,,,1963-08-04,Rep.Ellison@opencongress.org
Rep,Donna,F.,Edwards,,,D,MD,4,1,F,202-225-8699,202-225-8714,http://donnaedwards.house.gov,https://forms.house.gov/formdonnaedwards/issue_subscribe.shtml,2445 Rayburn House Office Building,E000290,65085,H6MD04183,412263,N00028249,RepDonnaEdwards,http://www.opencongress.org/wiki/Donna_Edwards,http://youtube.com/RepDonnaFEdwards,107297211756,,,1958-06-28,Rep.Donnaedwards@opencongress.org
Rep,Renee,L.,Ellmers,,,R,NC,2,1,F,202-225-4531,202- 225-5662,http://ellmers.house.gov,https://ellmersforms.house.gov/contact-us1,1210 Longworth House Office Building,E000291,120897,H0NC02059,412457,N00031513,RepReneeEllmers,http://www.opencongress.org/wiki/Renee_Ellmers,http://youtube.com/repreneeellmers,167641493275000,,,1964-02-09,Rep.Ellmers@opencongress.org
Rep,Elizabeth,H.,Esty,,,D,CT,5,1,F,202-225-4476,202-225-5933,http://esty.house.gov,http://esty.house.gov/contact,405 Cannon House Office Building,E000293,72826,H2CT05131,412524,N00033217,RepEsty,,http://youtube.com/RepEsty,292076514228382,,,1959-08-25,Rep.Esty@opencongress.org
Rep,Tom,,Emmer,,,R,MN,6,1,M,202-225-2331,202-225-6475,https://emmer.house.gov,,503 Cannon House Office Building,E000294,,H4MN06087,412639,N00035440,RepTomEmmer,,,reptomemmer,,,1961-03-03,Rep.Emmer@opencongress.org
Sen,Joni,,Ernst,,,R,IA,Junior Seat,1,F,202-224-3254,,http://www.ernst.senate.gov,,111 Russell Senate Office Building,E000295,,S4IA00129,412667,N00035483,SenJoniErnst,,,351671691660938,,II,1970-07-01,Sen.Ernst@opencongress.org
Rep,Sam,,Farr,,,D,CA,20,1,M,202-225-2861,202-225-6791,http://farr.house.gov,https://forms.house.gov/farr/webforms/issue_subscribe.html,1126 Longworth House Office Building,F000030,26745,H4CA17021,400129,N00007312,RepSamFarr,http://www.opencongress.org/wiki/Sam_Farr,http://youtube.com/CongressmanSamFarr,7018136294,,,1941-07-04,Rep.Farr@opencongress.org
Rep,Chaka,,Fattah,,,D,PA,2,1,M,202-225-4001,202-225-5392,http://fattah.house.gov,https://fattahforms.house.gov/contact-rep-fattah,2301 Rayburn House Office Building,F000043,21850,H2PA02055,400130,N00001746,ChakaFattah,http://www.opencongress.org/wiki/Chaka_Fattah,http://youtube.com/ChakaFattah,165961823475034,,,1956-11-21,Rep.Fattah@opencongress.org
