id,screen_name,name,created_at,description,location,url,statuses_count,friends_count,followers_count,verified,profile_image_url,bioguide_id,days_since_creation,days_since_last_tweet,tweets_count,tweets_per_day,recent_tweets_per_day
229966028,SenRubioPress,Senator Rubio Press,Thu Dec 23 21:22:47 +0000 2010,Official account of U.S. Senator @MarcoRubio's PressShop. For more information please visit his website.,"Washington, D.C.",https://t.co/TiIO1bPBQw,2678,119,22037,True,http://pbs.twimg.com/profile_images/662375653375807497/tO7jQI_H_normal.jpg,R000595,1958,0,2678,1.37,41.5
33655490,RepDennisRoss,Dennis Ross,Mon Apr 20 20:43:13 +0000 2009,"Husband, Father, and Conservative Republican Congressman serving Florida's 15th Congressional District. https://t.co/IXwSnVOJw5",Central Florida and Tampa Bay,https://t.co/1myTWbCAnr,12161,1425,9728,True,http://pbs.twimg.com/profile_images/565293274286391296/nj0JwWgR_normal.jpeg,R000593,2570,0,12161,4.73,35.0
17544524,ToddRokita,Rep. Todd Rokita,Fri Nov 21 20:10:51 +0000 2008,"Todd Rokita, U.S. Representative of the 4th District of Indiana. Chairman of Subcommittee on Early Childhood, Elementary, and Secondary Education.",Indiana,http://t.co/AihDW6GPeY,4887,3406,12090,True,http://pbs.twimg.com/profile_images/1377867350/Twitter_Profile_Pic_normal.jpg,R000592,2720,1,4887,1.8,33.0
224294785,RepMarthaRoby,Rep. Martha Roby,Wed Dec 08 16:56:29 +0000 2010,Congressional Twitter account for U.S. Representative Martha Roby (R-AL),,http://t.co/z149AJXIkR,6230,2125,16590,True,http://pbs.twimg.com/profile_images/479774391933214721/ZlZZ6h2__normal.jpeg,R000591,1973,0,6230,3.16,54.2
221793778,RepScottRigell,Rep. Scott Rigell,Wed Dec 01 16:41:57 +0000 2010,"It is a privilege to serve and represent Virginia's
 2nd Congressional District.","Virginia Beach, VA",http://t.co/NT1QdUlwlQ,4394,2688,11550,True,http://pbs.twimg.com/profile_images/378800000221735505/7e2f1e072943fd3d1f17fdc94c76fda1_normal.jpeg,R000589,1980,1,4394,2.22,43.2
267854863,RepRichmond,Rep Cedric Richmond,Thu Mar 17 17:30:45 +0000 2011,Representing the 2nd Congressional District of Louisiana and the Who Dat Nation.,,http://t.co/SUcIB89W63,1767,820,8764,True,http://pbs.twimg.com/profile_images/615611063124373504/VQb-9ej2_normal.jpg,R000588,1874,6,1767,0.94,19.9
234053893,RepRibble,Reid Ribble,Tue Jan 04 18:55:59 +0000 2011,Proudly serving as the Representative for Wisconsin's 8th Congressional District.,"Appleton, WI",http://t.co/4tAXA5I6D9,1993,1786,8988,True,http://pbs.twimg.com/profile_images/727596484544335874/-_3wgMJF_normal.jpg,R000587,1946,0,1993,1.02,55.1
236916916,RepJimRenacci,Rep. Jim Renacci,Tue Jan 11 17:20:35 +0000 2011,Serving my third term representing the great people of the 16th district of Ohio in the House of Representatives,,http://t.co/LsCk9OUjWm,2717,651,10612,True,http://pbs.twimg.com/profile_images/481891569859973120/9KrU2b-Z_normal.jpeg,R000586,1939,1,2717,1.4,53.5
252819323,RepTomReed,Tom Reed,Wed Feb 16 00:03:43 +0000 2011,Tom Reed represents New York's 23rd Congressional District,,http://t.co/IqT9uqukZl,1135,198,7967,True,http://pbs.twimg.com/profile_images/3700040503/14142f0f278d7e69b19273996db4ac9e_normal.jpeg,R000585,1904,19,1135,0.6,17.5
23970171,TomRooney,Tom Rooney,Thu Mar 12 15:44:41 +0000 2009,Proudly represent Florida's 17th District in the U.S. House of Representatives. Husband & father of 3 sons. RT ≠ endorsement.,Florida,http://t.co/pmjvTCiKv1,2707,3904,14541,True,http://pbs.twimg.com/profile_images/1367529690/Tom_for_twitter_normal.JPG,R000583,2609,12,2707,1.04,8.2
52503751,DrPhilRoe,Dr. Phil Roe,Tue Jun 30 20:07:34 +0000 2009,"Official Account of Rep. Phil Roe, MD (R-TN). Chair of @EdWorkforce's HELP Subcommittee, member of @HouseVetAffairs & co-chair of @gopdoccaucus.",East Tennessee,http://t.co/eWYX8wFvy7,2029,257,9947,True,http://pbs.twimg.com/profile_images/532903557498810368/vc6FFA05_normal.jpeg,R000582,2499,1,2029,0.81,31.6
20015903,PeterRoskam,Peter Roskam,Wed Feb 04 00:11:56 +0000 2009,"Husband, Father, and U.S. Congressman for the 6th District of Illinois. Chair of @WaysandMeansGOP Oversight Subcommittee and member of @HouseBenghazi Committee.","Wheaton, IL",https://t.co/unPLMvjnQW,5682,4556,17222,True,http://pbs.twimg.com/profile_images/703306707368333312/JFCnNT9Q_normal.jpg,R000580,2646,0,5682,2.15,182.5
16102244,davereichert,Dave Reichert,Tue Sep 02 20:12:26 +0000 2008,Representative of the Eighth Congressional District in Washington State,"Auburn, Washington",http://t.co/xGxisoccFO,2340,3027,10994,True,http://pbs.twimg.com/profile_images/75071220/Reichert_013_normal.jpg,R000578,2800,0,2340,0.84,56.4
13491312,RepTimRyan,Congressman Tim Ryan,Thu Feb 14 21:57:32 +0000 2008,"Congressman Tim Ryan, proudly serving Ohio's 13th District in the United States Congress","Warren, OH",http://t.co/AfCE33OzuX,3484,2179,26403,True,http://pbs.twimg.com/profile_images/649293579437780992/4QH_GYMq_normal.png,R000577,3001,0,3484,1.16,137.8
305620929,Call_Me_Dutch,Dutch Ruppersberger,Thu May 26 14:39:08 +0000 2011,"U.S. Congressman serving Maryland's 2nd District. Member of House Appropriations Committee. Loves all things Baltimore esp. the Ravens, Orioles and crabs.","Washington, DC",http://t.co/uAblmVkUWN,1967,1258,6408,True,http://pbs.twimg.com/profile_images/466663718932074497/Hzr9q14A_normal.jpeg,R000576,1805,0,1967,1.09,26.6
33977070,RepMikeRogersAL,Mike Rogers,Tue Apr 21 17:43:28 +0000 2009,I am proud to represent Alabama's Third Congressional District.,"Washington, D.C./Anniston, AL",http://t.co/xtRIwQK2MV,2732,2871,12863,True,http://pbs.twimg.com/profile_images/653926259739590657/zabraN0U_normal.jpg,R000575,2569,0,2732,1.06,50.5
18916432,SpeakerRyan,Paul Ryan,Mon Jan 12 21:31:25 +0000 2009,Office of the 54th Speaker of the House → Paul Ryan.,"Janesville, WI",https://t.co/VgAmH7pt35,4876,19,626366,True,http://pbs.twimg.com/profile_images/661312718176182273/Kv8VoqZK_normal.jpg,R000570,2668,0,4876,1.83,542.6
305216911,RepBobbyRush,Bobby L. Rush,Wed May 25 20:59:25 +0000 2011,The official twitter account of Rep. Bobby L. Rush.  For official policy please see http://t.co/biKpeeMhCz.  RT does NOT constitute an endorsement.,D.C./Chicago & SW Suburbs,http://t.co/fZruAAdEJY,736,170,6575,True,http://pbs.twimg.com/profile_images/378800000172084485/f1498b4c9a4df5a036d108993be4bf4b_normal.jpeg,R000515,1805,1,736,0.41,10.2
246769138,RepEdRoyce,Ed Royce,Thu Feb 03 12:40:15 +0000 2011,U.S. Representative Ed Royce proudly serves California's 39th Congressional District and is Chairman of the @HouseForeign Affairs Committee.,"Fullerton, CA & Washington, DC",http://t.co/IrOQ79yEht,2954,572,13935,True,http://pbs.twimg.com/profile_images/1238558926/EdwardRoyce-colorheadshot1_normal.jpg,R000487,1917,0,2954,1.54,85.7
479872233,RepRoybalAllard,Rep. Roybal-Allard,Tue Jan 31 21:30:43 +0000 2012,"Congresswoman Lucille Roybal-Allard, proudly representing the 40th District of California. Follow me at http://t.co/KjVfmF9CaM & http://t.co/Urj0zPAr8d.",,http://t.co/IujVp0da6v,2190,1330,5779,True,http://pbs.twimg.com/profile_images/646679472578498561/DqbuKI-9_normal.png,R000486,1554,1,2190,1.41,64.1
14275291,RosLehtinen,Ileana Ros-Lehtinen,Tue Apr 01 14:59:30 +0000 2008,Blessed to rep beautiful South Florida and the wonderful folks who live here!,"Miami, Florida",https://t.co/4TcYrpc886,20107,1588,78386,True,http://pbs.twimg.com/profile_images/655059413401780225/J74CM5wG_normal.jpg,R000435,2955,0,20107,6.8,401.1
550401754,RepHalRogers,Hal Rogers,Tue Apr 10 19:59:22 +0000 2012,Representing the people of Southern and Eastern Kentucky and serving as Chairman of the U.S. House Appropriations Committee @HouseAppropsGOP,"Somerset, KY",http://t.co/pssxnE99CF,2733,643,6869,True,http://pbs.twimg.com/profile_images/2087954082/Hal_twitter_pic_normal.jpg,R000395,1484,1,2733,1.84,66.5
75364211,SenPatRoberts,Pat Roberts,Fri Sep 18 19:34:56 +0000 2009,United States Senator from Kansas,"Kansas and Washington, DC",http://t.co/hroyLNRzED,3234,787,20847,True,http://pbs.twimg.com/profile_images/717021512017055745/-DJ4q61Y_normal.jpg,R000307,2419,0,3234,1.34,125.4
16789970,SenatorReid,Senator Harry Reid,Wed Oct 15 19:42:08 +0000 2008,"News from the office of Nevada Senator Harry Reid, the U.S. Senate Democratic Leader.(Español: @SenadorReid)","Searchlight, NV",http://t.co/M090l1ACF8,3717,154,325740,True,http://pbs.twimg.com/profile_images/628307865065816064/OUQh91yr_normal.jpg,R000146,2757,0,3717,1.35,41.2
486694111,SenJackReed,Senator Jack Reed,Wed Feb 08 15:24:01 +0000 2012,Official Twitter feed of Rhode Island’s U.S. Senator Jack Reed.,"Providence, Rhode Island",http://t.co/zRkAemKyYn,3507,14,17729,True,http://pbs.twimg.com/profile_images/611042380846907393/L-JV9zuJ_normal.jpg,R000122,1546,0,3507,2.27,58.3
21312077,cbrangel,Charles Rangel,Thu Feb 19 16:17:10 +0000 2009,"Member of the US Congress proudly representing NY's 13th District. Connect with me @cbrangel, https://t.co/lGvwuJPraz and https://t.co/n3g5etgQ8r.",Washington DC,https://t.co/BQVfqAMdSD,6606,5394,25333,True,http://pbs.twimg.com/profile_images/722091836416765952/8LBr02sx_normal.png,R000053,2630,0,6606,2.51,113.3
56864092,RepMikeQuigley,Mike Quigley,Wed Jul 15 00:10:43 +0000 2009,"#IL05 Congressman, House Appropriator, member of Intel Committee, amateur hockey player & hopeful Cubs fan http://t.co/zL9fkzy188  http://t.co/FMe57EKfsC","Chicago, IL; Washington, DC",http://t.co/wINsdAOzI8,6383,2038,12154,True,http://pbs.twimg.com/profile_images/722431331184066565/LCCfS3fM_normal.jpg,Q000023,2485,0,6383,2.57,137.3
244268646,RepMikePompeo,Mike Pompeo,Fri Jan 28 22:54:50 +0000 2011,U.S. Congressman representing KS-04. West Point. General Aviation. Manufacturing. Energy. Free markets. My staff helps me on Twitter. RTs aren't endorsements.,,http://t.co/HjFeeD3BBe,3580,1532,11423,True,http://pbs.twimg.com/profile_images/711918837323718656/dRKZQ5Ni_normal.jpg,P000602,1922,0,3580,1.86,121.4
299883942,CongPalazzo,Cong. Steven Palazzo,Mon May 16 20:52:25 +0000 2011,I proudly represent the Fourth Congressional District of Mississippi. For more information on my work in Congress please visit http://t.co/Ue63OYLp.,Mississippi ,http://t.co/m7SGUgLrSj,1704,1654,7581,True,http://pbs.twimg.com/profile_images/705099453720616960/9juqgK2I_normal.jpg,P000601,1814,1,1704,0.94,34.1
25086658,congbillposey,Bill Posey,Wed Mar 18 15:05:42 +0000 2009,"Congressman from Florida's 8th district, representing the Space and Treasure Coasts","Rockledge, FL",http://t.co/tUCU5eCWsh,1172,932,10779,True,http://pbs.twimg.com/profile_images/115078512/bill_headshotcompressed_normal.JPG,P000599,2603,6,1172,0.45,4.2
15361570,jaredpolis,Jared Polis,Wed Jul 09 03:04:04 +0000 2008,"father, entrepreneur,education reform, baseball, tech, politics, gaymer - My day job is representing the most beautiful Congressional district in the country","Boulder, CO",http://t.co/YFBawl0Mhg,4540,3620,34494,True,http://pbs.twimg.com/profile_images/678007319943208960/fyaerNqd_normal.jpg,P000598,2856,0,4540,1.59,53.3
14984637,chelliepingree,Chellie Pingree,Mon Jun 02 20:29:56 +0000 2008,"Farmer, mother, Maine islander, Member of Congress, lover of root vegetables",Maine -- the best place to be!,http://t.co/vYvpiUxqqo,1760,439,13463,True,http://pbs.twimg.com/profile_images/83264312/twitterphoto_normal.jpg,P000597,2892,1,1760,0.61,29.7
34972633,pedropierluisi,Pedro Pierluisi,Fri Apr 24 16:43:30 +0000 2009,I take my responsibility of serving the 3.6 million U.S. citizens of Puerto Rico very seriously and I represent them in Congress with pride.,Washington D.C. / San Juan,http://t.co/X9bMXG8KvG,7508,10423,46212,True,http://pbs.twimg.com/profile_images/428581306885087232/VjUt5sG7_normal.jpeg,P000596,2566,3,7508,2.93,57.7
236511574,SenGaryPeters,Senator Gary Peters,Mon Jan 10 19:17:36 +0000 2011,U.S. Senator proudly representing the state of Michigan.,,http://t.co/LDQSc7zibg,3050,1138,13407,True,http://pbs.twimg.com/profile_images/565664435516506115/a_4YIiVj_normal.jpeg,P000595,1940,0,3050,1.57,120.4
17513304,RepErikPaulsen,Rep. Erik Paulsen,Thu Nov 20 15:28:22 +0000 2008,Proudly serving the people of Minnesota's Third Congressional District,Minnesota's 3rd Congressional,http://t.co/qu2t0eG5E7,3661,2174,12910,True,http://pbs.twimg.com/profile_images/3654958355/8290f4061ba285aa8ef4e806bbb64654_normal.jpeg,P000594,2721,0,3661,1.35,29.7
20552026,RepPerlmutter,Rep. Ed Perlmutter,Tue Feb 10 22:17:52 +0000 2009,"Member of Congress, proudly representing the 7th District of Colorado https://t.co/wLRJaGd9rX",Colorado,http://t.co/NZmeXSnqTP,2515,3113,13262,True,http://pbs.twimg.com/profile_images/710960133082222592/QyTF8AS3_normal.jpg,P000593,2639,1,2515,0.95,83.9
74198348,JudgeTedPoe,Ted Poe,Mon Sep 14 16:40:24 +0000 2009,"Member of Congress, representing the second district of the great state of Texas","Humble, Texas",http://t.co/oI5YymTdZ7,3328,605,15349,True,http://pbs.twimg.com/profile_images/459598371/TP_highres_normal.jpg,P000592,2423,0,3328,1.37,95.5
6577802,RepTomPrice,Tom Price,Mon Jun 04 19:24:39 +0000 2007,Representative from Georgia's Sixth Congressional District and Chairman of the House Budget Committee.,"Washington, D.C. ",http://t.co/ENQQAp6tTH,5001,2891,25154,True,http://pbs.twimg.com/profile_images/2600098227/cnih7vabe8dh1znqqcr0_normal.jpeg,P000591,3256,0,5001,1.54,25.3
235271965,RepStevePearce,Steve Pearce,Fri Jan 07 19:44:44 +0000 2011,I represent New Mexico's 2nd Congressional District.  I am fighting to create jobs in NM and voice New Mexicans' other concerns in Washington.,"Hobbs, NM",https://t.co/cKY4kfJLQb,3025,718,7593,True,http://pbs.twimg.com/profile_images/3293055498/947a6b253223c153777fa4790018da34_normal.jpeg,P000588,1943,0,3025,1.56,35.0
155669457,RepDavidEPrice,David E. Price,Mon Jun 14 19:44:06 +0000 2010,"I represent NC's 4th Congressional District, which includes parts of Alamance, Orange, Durham, Wake, Harnett, Chatham & Cumberland counties.",,https://t.co/Ie8fVlfmac,2312,2358,8748,True,http://pbs.twimg.com/profile_images/990224608/David_Price_normal.jpg,P000523,2150,0,2312,1.08,23.6
18915145,senrobportman,Rob Portman,Mon Jan 12 20:56:42 +0000 2009,United States Senator from the Buckeye State.,Ohio,https://t.co/IR7Ky4qOaO,5975,1999,51266,True,http://pbs.twimg.com/profile_images/494254882728071168/tDV7lz9j_normal.jpeg,P000449,2668,0,5975,2.24,231.9
198526130,RepJoePitts,CongressmanJoePitts,Mon Oct 04 15:09:48 +0000 2010,Joe Pitts represents the 16th Congressional District of Pennsylvania: http://t.co/NpQGE161wQ,Pennsylvania,http://t.co/FjblFT9ApQ,1735,109,8772,True,http://pbs.twimg.com/profile_images/1137285495/Twitter_Headshot_normal.jpg,P000373,2038,6,1735,0.85,39.0
15764644,NancyPelosi,Nancy Pelosi,Thu Aug 07 15:35:02 +0000 2008,"Democratic Leader, focused on strengthening America's middle class and creating jobs; mother, grandmother, dark chocolate connoisseur.",San Francisco,http://t.co/wt2ed3XGGr,3915,347,787787,True,http://pbs.twimg.com/profile_images/571313158510223360/wnSl3yXF_normal.jpeg,P000197,2826,1,3915,1.39,71.4
74508260,BillPascrell,"Bill Pascrell, Jr.",Tue Sep 15 17:54:32 +0000 2009,I represent the 9th District of New Jersey in the House of Representatives. I currently serve on the Ways and Means and Budget Committees.,"Paterson, NJ",http://t.co/6xjU9xPLNs,1146,1387,6026,True,http://pbs.twimg.com/profile_images/1318786984/23595_326400899155_303312929155_3795952_7045199_n_normal.jpg,P000096,2422,1,1146,0.47,39.0
31801993,FrankPallone,Rep. Frank Pallone,Thu Apr 16 13:51:56 +0000 2009,"The official Twitter account of Congressman Frank Pallone, Jr. (D), of New Jersey's 6th district, Ranking Member of @EnergyCommerce Committee.",#NJ,http://t.co/YkjqVYrbQ7,6939,1030,15811,True,http://pbs.twimg.com/profile_images/1274536430/USE_webversion_normal.jpg,P000034,2575,0,6939,2.69,76.2
20053279,RepPeteOlson,Rep. Pete Olson,Wed Feb 04 13:40:57 +0000 2009,Proudly representing TX-22 in Congress. Follow me on Facebook: http://t.co/2aP7aRlj3f and Instagram: https://t.co/hBZNAgZcuI,"Washington, DC / Houston, TX",http://t.co/fQR5L3fWi8,4383,1913,5615,True,http://pbs.twimg.com/profile_images/553398175760150528/wOlSb2ef_normal.jpeg,O000168,2646,0,4383,1.66,67.7
236479311,RepRichNugent,Rich Nugent,Mon Jan 10 17:48:59 +0000 2011,Proudly Representing Florida's 11th Congressional District,FL-11 and Washington DC,http://t.co/AtlnqSnpuz,68,190,3281,True,http://pbs.twimg.com/profile_images/1241504704/Nugent_Official_Photo_Large_normal.jpg,N000185,1940,84,68,0.04,1.1
235251868,RepKristiNoem,Rep. Kristi Noem,Fri Jan 07 18:44:34 +0000 2011,"I'm South Dakota's lone Member of the U.S. House of Representatives. I live in Castlewood, SD with my husband Bryon and three kids Kassidy, Kennedy & Booker.",,https://t.co/mL3q1EsBF6,3109,340,17550,True,http://pbs.twimg.com/profile_images/705421289129910272/QNRcgUdV_normal.jpg,N000184,1943,0,3109,1.6,74.1
34340464,RandyNeugebauer,Randy Neugebauer,Wed Apr 22 17:46:22 +0000 2009,"Proudly representing the 19th District of Texas, which stretches across 29 counties in West Texas and the Big Country.","Lubbock, TX",http://t.co/itHIdG69sg,3772,3188,11668,True,http://pbs.twimg.com/profile_images/3565341037/ba163c8a6a5ce810fb0d26c0f92af220_normal.jpeg,N000182,2568,0,3772,1.47,13.6
344972339,Rep_DevinNunes,Rep. Devin Nunes,Fri Jul 29 21:40:22 +0000 2011,,"Washington, DC",http://t.co/qslO3rsq,80,15,1193,False,http://pbs.twimg.com/profile_images/2870867832/a4da73613b727575cb724e57500bee06_normal.jpeg,N000181,1740,11,80,0.05,1.4
161411080,gracenapolitano,Rep.Grace Napolitano,Wed Jun 30 19:48:06 +0000 2010,Congresswoman from California's 32nd Congressional District in the US House of Representatives,"El Monte, CA",http://t.co/JXUiD742xC,1178,364,9697,True,http://pbs.twimg.com/profile_images/463688165140619266/qoncv3qd_normal.jpeg,N000179,2134,0,1178,0.55,19.9
23600262,EleanorNorton,Eleanor H. Norton,Tue Mar 10 14:47:46 +0000 2009,Member of the U.S. Congress,"Washington, DC",http://t.co/eAj7qkFezL,2400,864,17429,True,http://pbs.twimg.com/profile_images/593777800588328960/HlNwgiwl_normal.jpg,N000147,2612,0,2400,0.92,56.7
20597460,SenBillNelson,Bill Nelson,Wed Feb 11 15:44:25 +0000 2009,U.S. Sen. Bill Nelson is the senior senator from the state of Florida.,"Florida/ Washington, D.C.",http://t.co/vGd5w3eooK,567,100,43079,True,http://pbs.twimg.com/profile_images/77360086/senateBillNelson_normal.jpg,N000032,2638,14,567,0.21,5.1
442824717,RepRichardNeal,Rep. Richard Neal,Wed Dec 21 14:18:30 +0000 2011,"Serving the First Congressional District of Massachusetts in the United States House of Representatives, with 87 cities and towns in western & central MA",,http://t.co/CtpF0T1USA,682,15,5104,True,http://pbs.twimg.com/profile_images/2245213250/TP_normal.jpg,N000015,1596,0,682,0.43,7.8
40302336,RepJerryNadler,Congressman Nadler,Fri May 15 18:37:39 +0000 2009,Representing parts of Manhattan and Brooklyn. I serve on the House Judiciary + Transportation & Infrastructure committees. Follow me at http://t.co/eAS0pRYbYu,"New York, NY",http://t.co/bZgLYCXMkK,1654,1346,10042,True,http://pbs.twimg.com/profile_images/378800000675065729/bbd633a57e8333412d6147bbc077427d_normal.jpeg,N000002,2545,0,1654,0.65,36.1
234374703,Sen_JoeManchin,Senator Joe Manchin,Wed Jan 05 14:13:33 +0000 2011,"I proudly serve the people of West Virginia. Please do not hesitate to contact me to share your commonsense ideas, concerns or if you need assistance.",,http://t.co/KZ8ptSeHhI,3860,611,36973,True,http://pbs.twimg.com/profile_images/583716904704970752/eBPIBjSb_normal.jpg,M001183,1946,0,3860,1.98,85.7
240385577,RepMickMulvaney,Rep. Mick Mulvaney,Wed Jan 19 20:18:39 +0000 2011,,South Carolina's 5th District,http://t.co/dKqxSxCsLK,1367,6195,10914,True,http://pbs.twimg.com/profile_images/378800000832890494/b7cbc8f4c95ca46f206bfdbc63362a39_normal.jpeg,M001182,1931,15,1367,0.71,21.5
248850174,RepMeehan,Patrick Meehan,Mon Feb 07 21:19:34 +0000 2011,Proudly representing Pennsylvania's 7th District in the U.S. House of Representatives,,http://t.co/bQHkoA5zCp,3441,960,9355,True,http://pbs.twimg.com/profile_images/1388714447/MPF11_031_506_normal.jpg,M001181,1912,0,3441,1.8,53.3
240427862,RepMcKinley,David B. McKinley,Wed Jan 19 22:29:00 +0000 2011,Proud to serve the First District of West Virginia in the U.S. House of Representatives. Member of the Energy and Commerce Committee. Staff-run account,,http://t.co/5H1HsbP76e,3188,300,10381,True,http://pbs.twimg.com/profile_images/510503346549964800/Rb3_PfnK_normal.jpeg,M001180,1931,0,3188,1.65,22.4
240363117,RepTomMarino,Rep. Tom Marino,Wed Jan 19 19:11:27 +0000 2011,Proud to serve citizens of PA-10. Member on @HouseForeign @HouseHomeland @HouseJudiciary & Vice President of @NATO Parliamentary Assembly,Pennsylvania,http://t.co/vUAMh0aOOs,2550,947,14374,True,http://pbs.twimg.com/profile_images/704700495730974720/4K03J5FW_normal.jpg,M001179,1931,0,2550,1.32,53.1
50152441,RepMcClintock,Tom McClintock,Wed Jun 24 00:21:07 +0000 2009,"United States Representative, 4th District of California","Washington, DC",http://t.co/M52pLVZcTJ,268,0,9524,True,http://pbs.twimg.com/profile_images/416902006/McClintockphoto1_normal.jpg,M001177,2506,19,268,0.11,2.8
29201047,SenJeffMerkley,Senator Jeff Merkley,Mon Apr 06 13:38:39 +0000 2009,U.S. Senator from the State of Oregon,Oregon,http://t.co/g0KThX0Tg5,3018,172,42073,True,http://pbs.twimg.com/profile_images/378800000722784871/b68791dd767a19f46f2676e82f689107_normal.jpeg,M001176,2585,0,3018,1.17,146.5
57065141,McCaskillOffice,McCaskill Office,Wed Jul 15 16:40:06 +0000 2009,Office of U.S. Senator Claire McCaskill. Staff updates on Claire's work for Missouri. Follow Claire herself @Clairecmc.,Missouri,http://t.co/pKvjyWTi5B,4478,1515,7390,True,http://pbs.twimg.com/profile_images/486587480154456064/lGkugEpE_normal.png,M001170,2484,1,4478,1.8,171.5
385429543,RepMcNerney,Jerry McNerney,Wed Oct 05 13:52:58 +0000 2011,Proudly representing California's 9th Congressional District. Learn more about my work in Congress at http://t.co/MbFWXH7J,"Stockton, CA",http://t.co/GOFOgB5Ch5,1341,542,6681,True,http://pbs.twimg.com/profile_images/453602967006896128/sMQhAO6K_normal.jpeg,M001166,1673,0,1341,0.8,56.2
19739126,GOPLeader,Kevin McCarthy,Thu Jan 29 22:28:48 +0000 2009,I serve as Majority Leader and Representative of California's 23rd district in the U.S. House of Representatives.,"Bakersfield, CA",http://t.co/8SyezFGtxi,7487,1335,72154,True,http://pbs.twimg.com/profile_images/519518721065242625/udxLEfl1_normal.jpeg,M001165,2651,0,7487,2.82,94.3
38254095,DorisMatsui,Rep. Doris Matsui,Wed May 06 19:20:50 +0000 2009,Representing California's 6th Congressional District - including the capital city of Sacramento. Member of the Energy and Commerce Committee.,"Sacramento, CA",http://t.co/dt820eUUHc,1717,8359,13014,True,http://pbs.twimg.com/profile_images/644563582294757376/UJMwQIXY_normal.jpg,M001163,2554,0,1717,0.67,32.6
22669526,RepGwenMoore,Gwen Moore,Tue Mar 03 20:02:57 +0000 2009,"Proudly representing Wisconsin’s 4th Congressional District; mother, grandmother; loves poetry, reading, knitting and crocheting.","Washington, DC",http://t.co/PvnfKm0fsv,4456,1079,13627,True,http://pbs.twimg.com/profile_images/530854955851075584/wpsnmkqk_normal.jpeg,M001160,2618,0,4456,1.7,54.6
17976923,cathymcmorris,CathyMcMorrisRodgers,Mon Dec 08 23:17:15 +0000 2008,"Proudly serving Washington's beautiful 5th District in Congress, Chair of the House Republican Conference. Mom of three.","Spokane, WA & Washington, DC",https://t.co/VmKvrs9Ni1,4825,5229,25694,True,http://pbs.twimg.com/profile_images/674306272368459776/mL3QTO3S_normal.png,M001159,2703,0,4825,1.79,131.8
23976316,RepKenMarchant,Kenny Marchant,Thu Mar 12 16:19:18 +0000 2009,Serving the 24th Congressional District of Texas | Member of @WaysandMeansGOP and House Ethics Committee,"Irving and Washington, D.C.",http://t.co/oo2nzXGA8N,4833,2195,14143,True,http://pbs.twimg.com/profile_images/2645758686/89e205cff6e2c817ea71dfde513483f3_normal.jpeg,M001158,2609,5,4833,1.85,15.9
26424123,RepMcCaul,Michael McCaul,Wed Mar 25 03:54:11 +0000 2009,News from Congressman Michael McCaul (R-TX 10) and his Press Office,Texas' 10th District,http://t.co/bxJlTsjdZJ,1833,298,11014,True,http://pbs.twimg.com/profile_images/378800000545299425/42711256d5e2644c778936f755b986cd_normal.jpeg,M001157,2597,1,1833,0.71,53.3
27676828,PatrickMcHenry,Patrick McHenry,Mon Mar 30 16:42:39 +0000 2009,I represent the citizens of North Carolina’s 10th District in the United States Congress.,"Denver, NC",http://t.co/fKHDu4b6V5,3416,3871,16340,True,http://pbs.twimg.com/profile_images/651818702078373888/1O9z-PmQ_normal.jpg,M001156,2591,0,3416,1.32,71.3
18061669,lisamurkowski,Sen. Lisa Murkowski,Thu Dec 11 21:55:19 +0000 2008,Official Twitter account for U.S. Senator Lisa Murkowski. Follow me for news and updates on what's happening in the Senate and across Alaska.,"Alaska & Washington, D.C.",https://t.co/I9sMLHODtC,3742,487,35161,True,http://pbs.twimg.com/profile_images/707285298871463937/l1VRPERi_normal.jpg,M001153,2700,0,3742,1.39,64.9
117777832,RepTimMurphy,Rep. Tim Murphy,Fri Feb 26 15:45:58 +0000 2010,"U.S. Congressman representing Pennsylvania's 18th District, encompassing the South Hills and portions of Greene, Washington & Westmoreland Counties.",Southwestern Pennsylvania,http://t.co/8IjftvA9zW,2928,573,10610,True,http://pbs.twimg.com/profile_images/378800000252739465/67e48a9fc07ce37c132d93cc9e4c6874_normal.jpeg,M001151,2258,0,2928,1.3,77.3
15281676,CandiceMiller,Candice Miller,Mon Jun 30 19:41:17 +0000 2008,Proudly serving Michigan's 10th Congressional District,"Shelby Township, Michigan",http://t.co/esuuzCFSKM,806,396,10450,True,http://pbs.twimg.com/profile_images/555457855927500801/4B_45gkr_normal.jpeg,M001150,2864,4,806,0.28,14.7
516880804,BettyMcCollum04,Betty McCollum,Tue Mar 06 20:52:11 +0000 2012,Proudly representing Minnesota's Fourth District in the United States House of Representatives.,"St. Paul, MN",http://t.co/EjwVeyAV1e,2908,867,7666,True,http://pbs.twimg.com/profile_images/1877698367/Twitter_Headshot_0129_normal.jpg,M001143,1519,0,2908,1.91,29.0
22812754,GregoryMeeks,Gregory Meeks,Wed Mar 04 18:36:27 +0000 2009,Proudly serving the 5th Congressional District of New York.,"Queens, New York",http://t.co/k57Evp0k42,2074,578,12526,True,http://pbs.twimg.com/profile_images/487647096544055296/jhLh0UxZ_normal.png,M001137,2617,0,2074,0.79,41.4
